Jayce,Trundle,Karma,Singed,Kalista,Janna,Cassiopeia,Amumu,Gnar,Malzahar,Xayah,JarvanIV,Urgot,Shen,Graves,Ryze,Quinn,Rammus,Fiddlesticks,Evelynn,Thresh,Hecarim,Sivir,Lucian,Blitzcrank,Mordekaiser,Gragas,RekSai,Rengar,Zac,Ivern,Nautilus,Twitch,Malphite,Fizz,Corki,Sejuani,XinZhao,Aatrox,AurelionSol,Camille,Nocturne,Karthus,Tristana,Vladimir,Volibear,Kled,Leblanc,Lulu,Zoe,Yuumi,Elise,Darius,Bard,Brand,Ahri,Sylas,LeeSin,Swain,MissFortune,Ekko,Annie,Ornn,Jax,Alistar,Chogath,Rakan,Soraka,Katarina,Caitlyn,Vi,Zed,Azir,Heimerdinger,Warwick,Garen,Kindred,Morgana,Veigar,Fiora,Khazix,Pantheon,MasterYi,Taric,Illaoi,Nami,DrMundo,Ashe,Taliyah,Yasuo,Zilean,Qiyana,Poppy,Akali,Galio,Ezreal,Zyra,Kayle,Neeko,TwistedFate,Velkoz,Vayne,Tryndamere,Renekton,Jhin,Nidalee,Teemo,Talon,Varus,Shaco,Senna,Leona,Yorick,Kayn,Orianna,Draven,Riven,Ziggs,Kassadin,Kaisa,Xerath,Shyvana,Jinx,Lissandra,Syndra,Diana,Olaf,Braum,Pyke,Viktor,Lux,Rumble,Udyr,MonkeyKing,Nunu,Sion,Irelia,Gangplank,Maokai,Kennen,KogMaw,Nasus,Skarner,Anivia,TahmKench,Sona
Top,Top,Support,Top,Bottom,Support,Middle,Jungle,Top,Middle,Bottom,Jungle,Top,Top,Jungle,Middle,Top,Jungle,Support,Jungle,Support,Jungle,Bottom,Bottom,Support,Top,Jungle,Jungle,Top,Jungle,Jungle,Support,Bottom,Top,Middle,Middle,Jungle,Jungle,Top,Middle,Top,Jungle,Jungle,Bottom,Top,Top,Top,Middle,Support,Middle,Support,Jungle,Top,Support,Support,Middle,Middle,Jungle,Support,Bottom,Jungle,Middle,Top,Top,Support,Top,Support,Support,Middle,Bottom,Jungle,Middle,Middle,Bottom,Jungle,Top,Jungle,Support,Middle,Top,Jungle,Top,Jungle,Support,Top,Support,Jungle,Bottom,Jungle,Middle,Support,Middle,Top,Top,Middle,Bottom,Support,Top,Middle,Middle,Support,Bottom,Top,Top,Bottom,Jungle,Top,Middle,Bottom,Jungle,Support,Support,Top,Jungle,Middle,Bottom,Top,Middle,Middle,Bottom,Support,Jungle,Bottom,Middle,Middle,Middle,Jungle,Support,Support,Middle,Support,Top,Jungle,Jungle,Jungle,Top,Top,Top,Top,Top,Bottom,Top,Jungle,Middle,Support,Support
